"","CPP","Year","value","Indicator","Type"
"337","South Ayrshire","2019/20",76.1669983634184,"Primary 1 Body Mass Index","Raw"
"338","South Lanarkshire","2002/03",76.8722180504508,"Primary 1 Body Mass Index","Raw"
"339","South Lanarkshire","2003/04",76.7126638589545,"Primary 1 Body Mass Index","Raw"
"340","South Lanarkshire","2004/05",76.7209110843211,"Primary 1 Body Mass Index","Raw"
"341","South Lanarkshire","2005/06",77.3725006679629,"Primary 1 Body Mass Index","Raw"
"342","South Lanarkshire","2006/07",77.3298306937673,"Primary 1 Body Mass Index","Raw"
"343","South Lanarkshire","2007/08",78.0677810023738,"Primary 1 Body Mass Index","Raw"
"344","South Lanarkshire","2008/09",78.5811134843145,"Primary 1 Body Mass Index","Raw"
"345","South Lanarkshire","2009/10",80.1091622007037,"Primary 1 Body Mass Index","Raw"
"346","South Lanarkshire","2010/11",80.287690518233,"Primary 1 Body Mass Index","Raw"
"347","South Lanarkshire","2011/12",80.5483939175577,"Primary 1 Body Mass Index","Raw"
"348","South Lanarkshire","2012/13",79.8139869297046,"Primary 1 Body Mass Index","Raw"
"349","South Lanarkshire","2013/14",79.6863035872066,"Primary 1 Body Mass Index","Raw"
"350","South Lanarkshire","2014/15",78.9321911118743,"Primary 1 Body Mass Index","Raw"
"351","South Lanarkshire","2015/16",78.403235874366,"Primary 1 Body Mass Index","Raw"
"352","South Lanarkshire","2016/17",77.7221593477926,"Primary 1 Body Mass Index","Raw"
"353","South Lanarkshire","2017/18",76.999904647423,"Primary 1 Body Mass Index","Raw"
"354","South Lanarkshire","2018/19",76.6177081745536,"Primary 1 Body Mass Index","Raw"
"355","Stirling","2006/07",78.6793916943538,"Primary 1 Body Mass Index","Raw"
"356","Stirling","2007/08",80.1350870353119,"Primary 1 Body Mass Index","Raw"
"357","Stirling","2008/09",79.5627932529341,"Primary 1 Body Mass Index","Raw"
"358","Stirling","2009/10",80.1945938847347,"Primary 1 Body Mass Index","Raw"
"359","Stirling","2010/11",80.0882690715093,"Primary 1 Body Mass Index","Raw"
"360","Stirling","2011/12",80.6030757442107,"Primary 1 Body Mass Index","Raw"
"361","Stirling","2012/13",79.6591494603586,"Primary 1 Body Mass Index","Raw"
"362","Stirling","2013/14",80.1310735507022,"Primary 1 Body Mass Index","Raw"
"363","Stirling","2014/15",78.8986869127144,"Primary 1 Body Mass Index","Raw"
"364","Stirling","2015/16",78.8933616449053,"Primary 1 Body Mass Index","Raw"
"365","Stirling","2016/17",78.3171376098787,"Primary 1 Body Mass Index","Raw"
"366","Stirling","2017/18",77.2060509733892,"Primary 1 Body Mass Index","Raw"
"367","Stirling","2018/19",76.5334501989727,"Primary 1 Body Mass Index","Raw"
"368","West Dunbartonshire","2011/12",75.3076727579617,"Primary 1 Body Mass Index","Raw"
"369","West Dunbartonshire","2012/13",75.4904286063449,"Primary 1 Body Mass Index","Raw"
"370","West Dunbartonshire","2013/14",74.6902091748183,"Primary 1 Body Mass Index","Raw"
"371","West Dunbartonshire","2014/15",74.8818005825431,"Primary 1 Body Mass Index","Raw"
"372","West Dunbartonshire","2015/16",75.8404015433031,"Primary 1 Body Mass Index","Raw"
"373","West Dunbartonshire","2016/17",78.2030093139147,"Primary 1 Body Mass Index","Raw"
"374","West Dunbartonshire","2017/18",78.6420431131373,"Primary 1 Body Mass Index","Raw"
"375","West Dunbartonshire","2018/19",74.2184254936434,"Primary 1 Body Mass Index","Raw"
"376","West Lothian","2002/03",73.8039505090922,"Primary 1 Body Mass Index","Raw"
"377","West Lothian","2003/04",74.5539953873287,"Primary 1 Body Mass Index","Raw"
"378","West Lothian","2004/05",77.5654766596796,"Primary 1 Body Mass Index","Raw"
"379","West Lothian","2005/06",77.5647802711505,"Primary 1 Body Mass Index","Raw"
"380","West Lothian","2008/09",78.4699649731388,"Primary 1 Body Mass Index","Raw"
"381","West Lothian","2009/10",77.5257048691328,"Primary 1 Body Mass Index","Raw"
"382","West Lothian","2010/11",77.8836571704733,"Primary 1 Body Mass Index","Raw"
"383","West Lothian","2011/12",77.5042333279605,"Primary 1 Body Mass Index","Raw"
"384","West Lothian","2012/13",77.6793436520637,"Primary 1 Body Mass Index","Raw"
"385","West Lothian","2013/14",77.248949707999,"Primary 1 Body Mass Index","Raw"
"386","West Lothian","2014/15",77.0940549245177,"Primary 1 Body Mass Index","Raw"
"387","West Lothian","2015/16",76.406438033142,"Primary 1 Body Mass Index","Raw"
"388","West Lothian","2016/17",76.1575030756556,"Primary 1 Body Mass Index","Raw"
"389","West Lothian","2017/18",76.3846749078462,"Primary 1 Body Mass Index","Raw"
"390","West Lothian","2018/19",77.3540931412851,"Primary 1 Body Mass Index","Raw"
"391","West Lothian","2019/20",75.5490658064548,"Primary 1 Body Mass Index","Raw"
